VISIT_AREA_TYPE_CD,TRAVEL_STYL_3,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
10,3,부모 동반 여행,3,BHC치킨 경주 황리 비단길점,5
24,3,부모 동반 여행,3,아베 센트,5
4,3,부모 동반 여행,3,경주 마당 불손 칼국수,5
11,3,부모 동반 여행,3,카도 카도,3
4,3,부모 동반 여행,3,황남 옥수수 황리단길점,3
2,3,부모 동반 여행,3,대릉원,5
2,3,부모 동반 여행,3,천마총,5
6,2,나홀로 여행,25,함이 멍 애견카페,4
12,2,나홀로 여행,25,올리브 24 명지점,2
7,4,2인 여행(가족 외),3,동궁과 월지,1
7,4,2인 여행(가족 외),3,황성공원,5
2,4,2인 여행(가족 외),3,월정교,4
4,4,2인 여행(가족 외),3,경주 중앙시장,5
2,4,2인 여행(가족 외),3,영남루,5
2,4,2인 여행(가족 외),3,예림서원,5
2,4,2인 여행(가족 외),3,김종직 선생 생가,5
11,4,2인 여행(가족 외),3,장터 소 국밥,5
11,2,2인 여행(가족 외),1,형제 칼국수,4
1,2,2인 여행(가족 외),1,강문해변,5
10,2,2인 여행(가족 외),1,유리알 유희,4
11,2,2인 여행(가족 외),1,카페 툇마루,4
11,2,2인 여행(가족 외),1,카페 동화,4
1,2,2인 여행(가족 외),1,경포해수욕장,5
11,2,2인 여행(가족 외),1,해 동막 국수,5
10,2,2인 여행(가족 외),1,포스트카드 오피스,5
10,2,2인 여행(가족 외),1,레드망치,5
21,2,2인 여행(가족 외),1,경남 1차 아파트,2
10,3,2인 여행(가족 외),5,융캉찌에,3
11,3,2인 여행(가족 외),5,헤이 플롯,4
24,3,2인 여행(가족 외),5,관 안촌,4
5,3,2인 여행(가족 외),5,광안리해양레포츠센터,2
11,3,2인 여행(가족 외),5,수변 최고 돼지국밥 민락 본점,4
12,3,2인 여행(가족 외),5,코인워시 24빨래터 광안 수영점,3
1,3,2인 여행(가족 외),5,광안리해수욕장,5
4,3,2인 여행(가족 외),5,짱 오락실 부산 광안리점,4
24,3,2인 여행(가족 외),5,관 안촌,4
12,3,2인 여행(가족 외),5,허심청 호텔농심,4
3,3,2인 여행(가족 외),5,밀란 더 마켓,3
11,3,2인 여행(가족 외),5,초필살 돼 지구이 광안 직영점,5
3,3,2인 여행(가족 외),5,KTG 상상마당 부산,4
11,3,2인 여행(가족 외),5,조월생,1
11,3,2인 여행(가족 외),5,야 그 마루,4
11,1,2인 가족 여행,6,횡성축협 한우플라자 본점,4
1,1,2인 가족 여행,6,묵호항 수변공원,5
7,1,2인 가족 여행,6,논골담길,4
11,1,2인 가족 여행,6,논골 카페,5
1,1,2인 가족 여행,6,어달해변,3
24,1,2인 가족 여행,6,호텔 어라연,4
13,1,2인 가족 여행,6,별마로 천문대,5
11,1,2인 가족 여행,6,6계 강원 영월점,5
24,1,2인 가족 여행,6,호텔 어라연,4
4,1,2인 가족 여행,6,영월 서부시장,5
2,1,2인 가족 여행,6,영월 관광센터,3
11,1,2인 가족 여행,6,영월 동강 한우,1
1,1,2인 가족 여행,6,한반도 지형 전망대,5
2,1,2인 가족 여행,6,판은 섶다리,2
11,2,2인 여행(가족 외),4,황화정,5
4,2,2인 여행(가족 외),4,황련단길,4
2,2,2인 여행(가족 외),4,대릉원,4
4,2,2인 여행(가족 외),4,황련단길,4
6,2,2인 여행(가족 외),4,경주 루지 월드,4
11,2,2인 여행(가족 외),4,맷돌순두부,4
2,2,2인 여행(가족 외),4,동궁과 월지,5
10,2,2인 여행(가족 외),4,황남빵,4
24,2,나홀로 여행,22,루이스 호텔,5
4,2,나홀로 여행,22,올리브영 경성대부경대점,5
11,2,나홀로 여행,22,유일한 식탁,5
3,2,나홀로 여행,22,큐브로 볼링장 대연점,5
3,2,나홀로 여행,22,지니어스나 인,5
11,2,나홀로 여행,22,배스킨라빈스 경성대점,5
3,2,나홀로 여행,22,부산문화회관,5
2,2,나홀로 여행,22,유엔 평화기념관,5
11,2,나홀로 여행,22,귀감,5
11,2,나홀로 여행,22,유케야 민락 직영점,5
3,2,나홀로 여행,22,락휴 코인 노래연습장 부산 광안 1호점,5
1,2,나홀로 여행,22,광안리해수욕장,5
1,2,나홀로 여행,22,민락수변공원,5
11,2,나홀로 여행,22,EL16.52,5
1,2,나홀로 여행,22,암남 공원 해안산책로,5
2,2,나홀로 여행,22,뉴질랜드한국전참전기념석,5
12,2,나홀로 여행,22,버거스 올마이티,5
3,1,3인 이상 여행(가족 외),6,밀양아리랑 우주천문대,5
3,1,3인 이상 여행(가족 외),6,국립 밀양 기상과학관,4
6,1,3인 이상 여행(가족 외),6,밀양아리랑 대공원 놀이터,3
11,1,3인 이상 여행(가족 외),6,다 담들 한식뷔페 밀양점,2
5,2,2인 여행(가족 외),2,하이원 워터월드,5
11,2,2인 여행(가족 외),13,금화 식당,4
2,2,2인 여행(가족 외),13,황룡사,5
11,2,2인 여행(가족 외),13,트리 폰즈,4
2,2,2인 여행(가족 외),13,통도사,4
11,2,2인 여행(가족 외),13,BHC치킨 통도사점,4
11,2,2인 여행(가족 외),13,나드리 보리밥,4
2,2,2인 여행(가족 외),13,임경대,4
7,2,2인 여행(가족 외),13,황산공원,4
11,4,2인 여행(가족 외),3,함양집 경주 보문점,4
2,4,2인 여행(가족 외),3,불국사,5
24,4,2인 여행(가족 외),3,황룡원,5
11,4,2인 여행(가족 외),3,포석으로 소갈비찜,4
4,4,2인 여행(가족 외),3,황금십원빵 본점,4
2,4,2인 여행(가족 외),3,국립경주박물관,4
2,4,2인 여행(가족 외),3,동궁과 월지,4
4,4,2인 여행(가족 외),3,GS25 경주 북천점,4
2,4,2인 여행(가족 외),3,대릉원,4
11,4,2인 여행(가족 외),3,신라 제면,5
11,4,2인 여행(가족 외),3,조르바,5
2,4,2인 여행(가족 외),3,천마총,3
4,4,2인 여행(가족 외),3,황남 옥수수 황리단길점,4
4,4,2인 여행(가족 외),3,화남 우엉 김밥,4
24,3,2인 여행(가족 외),21,호텔스 완,3
13,3,2인 여행(가족 외),21,경포해수욕장,2
11,3,2인 여행(가족 외),21,강문 떡갈비,5
13,3,2인 여행(가족 외),21,강문해변,5
11,3,2인 여행(가족 외),21,마시와 본점,5
11,3,2인 여행(가족 외),21,순두부 젤라또 1호점,5
2,3,2인 여행(가족 외),21,금란정,4
2,3,2인 여행(가족 외),21,홍장암,5
2,3,2인 여행(가족 외),21,월파정,4
3,3,2인 여행(가족 외),21,강릉 선교장 활래정,4
2,3,2인 여행(가족 외),21,오죽헌,5
11,3,2인 여행(가족 외),21,강릉 순두부 장칼국수,5
10,3,2인 여행(가족 외),21,커피콩 빵,5
1,6,자녀 동반 여행,2,가산 수피아,4
1,6,자녀 동반 여행,2,동명시 수변공원,4
11,2,자녀 동반 여행,3,텐 퍼센트 커피 오륙도 sk 뷰점,4
12,2,자녀 동반 여행,3,세일 부산항 주유소,4
2,2,자녀 동반 여행,3,임경대,5
4,2,자녀 동반 여행,3,라이언 식당,5
4,2,자녀 동반 여행,3,무이,4
22,2,자녀 동반 여행,3,양산 물금 대방노블랜드 6차 더클래스 아파트,4
10,2,3인 이상 여행(가족 외),1,만물 낚시 할인마트 사천 1호점,4
10,2,3인 이상 여행(가족 외),1,부자 손 짜장 본점,5
7,2,3인 이상 여행(가족 외),1,삼천포대교공원,4
2,1,나홀로 여행,3,대릉원,5
2,1,나홀로 여행,3,첨성대,5
11,1,나홀로 여행,3,어제 아래,5
6,3,2인 여행(가족 외),2,경주월드,5
7,3,2인 여행(가족 외),2,황련단길,5
11,3,2인 여행(가족 외),2,대릉 갈비,2
3,2,부모 동반 여행,1,김유정문학촌,4
11,2,부모 동반 여행,1,농가 닭갈비,4
11,2,부모 동반 여행,1,지내리 기름집,4
13,2,부모 동반 여행,1,해피 초원 목장,1
24,2,2인 여행(가족 외),21,호텔 뷰,5
11,2,2인 여행(가족 외),21,포가 집,5
1,2,2인 여행(가족 외),21,영일대해수욕장,5
2,2,2인 여행(가족 외),21,영일고,5
11,2,2인 여행(가족 외),21,오브레멘,5
24,2,2인 여행(가족 외),21,호텔 뷰,5
4,2,2인 여행(가족 외),21,죽도 시장,5
3,2,2인 여행(가족 외),21,환호공원,5
13,2,2인 여행(가족 외),21,환호공원 스페이스 워크,4
2,2,2인 여행(가족 외),21,환호공원 포항시립미술관,3
11,2,2인 여행(가족 외),21,동남수산,5
11,2,2인 여행(가족 외),21,서정 빌라,5
1,2,2인 여행(가족 외),21,영일대 장 미원,2
13,2,2인 여행(가족 외),21,박 선장 요트투어,5
11,2,2인 여행(가족 외),21,헤이안,5
9,2,2인 여행(가족 외),21,해운대 시외버스정류소,5
11,5,2인 가족 여행,10,이너 리트,4
13,5,2인 가족 여행,10,도깨비도로,3
24,5,2인 가족 여행,10,밸런타인 온천,4
11,5,2인 가족 여행,10,시래 담,5
1,1,2인 가족 여행,3,문경새재도립공원,4
11,1,2인 가족 여행,3,광성 식당,4
13,1,2인 가족 여행,3,문경종합온천,4
24,1,2인 가족 여행,3,아리랑호텔,4
24,1,2인 가족 여행,3,아리랑호텔,4
13,1,2인 가족 여행,3,문경 에코월드,5
11,1,2인 가족 여행,3,광부의 행복밥상,3
11,3,2인 가족 여행,3,하마스 빅버거,4
2,3,2인 가족 여행,3,무진장,5
7,3,2인 가족 여행,3,농산정,4
11,3,2인 가족 여행,3,무진,5
11,3,2인 가족 여행,3,모티 쿠키,4
2,3,2인 가족 여행,3,함안 말이산 고분군,5
11,3,2인 가족 여행,3,돈꿀돼지국밥 본점,4
11,1,3인 이상 여행(가족 외),4,오디너리 레시피 기장점,4
11,1,3인 이상 여행(가족 외),4,해피 베이글 데이,5
10,1,3인 이상 여행(가족 외),4,테디 보틀,3
13,1,3인 이상 여행(가족 외),4,수월 경화,5
4,1,3인 이상 여행(가족 외),4,이케아 동부산점,4
11,1,3인 이상 여행(가족 외),4,고향 연화,4
10,1,3인 이상 여행(가족 외),4,요기 요리 퍼브 마켓,3
11,1,3인 이상 여행(가족 외),4,앨리스 도넛 청사포 본점,5
11,1,3인 이상 여행(가족 외),4,심미안,1
7,1,3인 이상 여행(가족 외),4,청사포 방파제,3
21,1,3인 이상 여행(가족 외),4,BBQ 구산점,1
1,1,나홀로 여행,27,광안리해수욕장,4
11,1,나홀로 여행,27,시바 소바,4
10,1,나홀로 여행,27,밀란 더 마켓,4
24,1,나홀로 여행,27,호텔 아쿠아펠리스,2
4,1,나홀로 여행,27,전포 카페거리,5
1,1,나홀로 여행,26,삼사해상공원,3
2,1,나홀로 여행,26,영덕 어촌민속전시관,3
7,1,나홀로 여행,26,영덕 해 파랑공원,4
11,1,나홀로 여행,26,카페 봄,5
10,1,나홀로 여행,26,동광 어시장,3
2,1,나홀로 여행,26,영덕해맞이공원,3
4,1,나홀로 여행,26,그리가다,3
1,1,나홀로 여행,26,벌열 메타세쿼이아 숲,5
11,4,3인 이상 여행(가족 외),22,해미가,5
11,4,3인 이상 여행(가족 외),22,순두부 젤라또 1호점,4
1,4,3인 이상 여행(가족 외),22,경포해수욕장,4
12,4,3인 이상 여행(가족 외),22,장비치,3
1,7,나홀로 여행,24,황산공원,3
11,7,나홀로 여행,24,홍익 돈가스 양산점,3
4,7,나홀로 여행,24,농협 하나로마트 양산점,1
11,7,나홀로 여행,24,해월당 호포점,4
2,2,3인 이상 여행(가족 외),1,춘추관,4
12,2,3인 이상 여행(가족 외),1,경주 신라 한옥호텔,5
11,2,3인 이상 여행(가족 외),1,백년손님,3
4,2,3인 이상 여행(가족 외),1,황련단길,5
7,2,3인 이상 여행(가족 외),1,경주 보문관광단지,5
10,2,3인 이상 여행(가족 외),1,단서가 찰보리빵 경주 본점,4
11,1,3인 이상 여행(가족 외),6,벌집,5
12,1,3인 이상 여행(가족 외),6,강릉에 컷,5
4,1,3인 이상 여행(가족 외),6,강릉 중앙시장,5
3,1,3인 이상 여행(가족 외),6,아르떼 뮤지엄 강릉,5
24,1,3인 이상 여행(가족 외),6,강릉 땅콩 펜션,4
11,1,3인 이상 여행(가족 외),6,곳,5
4,1,3인 이상 여행(가족 외),6,강릉 사천농협 하나로마트 본점,5
24,1,3인 이상 여행(가족 외),6,강릉 땅콩 펜션,5
11,1,3인 이상 여행(가족 외),6,초당 할머니순두부,2
11,1,3인 이상 여행(가족 외),6,순두부 젤라또 1호점,5
